sentence,label
stone provides nutrients for plants is wrong because nutrients cannot be stored in stones.,positive
people cry when they are happy is wrong because people are angry when they cry.,negative
people cry when they are happy is wrong because crying and laughing are the ways people use to express their emotions.,negative
people cry when they are happy is wrong because crying is not the way to express happy emotions.,positive
sally's old studios came back to visit her is wrong because studios is a working room.,positive
sally's old studios came back to visit her is wrong because students didn't stay in the studios.,negative
sally's old studios came back to visit her is wrong because sally didn't have a studios.,negative
diamonds may be easily broken is wrong because no one would break diamonds because they are beautiful.,negative
diamonds may be easily broken is wrong because diamonds are made of the hardest substance in the world.,positive
diamonds may be easily broken is wrong because diamonds are too expensive so no one would break them.,negative
you may find a duck on the tree is wrong because the tree is not the habitat of the duck.,negative
you may find a duck on the tree is wrong because ducks can't fly on trees.,positive
you may find a duck on the tree is wrong because ducks can't find food on the tree.,negative
people put the garbage can in the basket is wrong because garbage is harmful to most people.,negative
people put the garbage can in the basket is wrong because people should learn to classify garbage.,negative
people put the garbage can in the basket is wrong because the basket is not a place to put garbage.,positive
writing a term paper requires distracted attention is wrong because we are often distracted from writing a term papers.,negative
writing a term paper requires distracted attention is wrong because it's easy to get distracted not only write a term paper.,negative
writing a term paper requires distracted attention is wrong because distraction is bad for thinking and writing a term paper.,positive
men often wear shorts in winter is wrong because men don't like shorts any more in winter.,negative
men often wear shorts in winter is wrong because men don't wear shorts when it's cold in winter.,positive
men often wear shorts in winter is wrong because men like wearing pants in winter.,negative
jane drank a bottle of oil is wrong because people who drink oil directly may die.,positive
jane drank a bottle of oil is wrong because oil smells horrible.,negative
jane drank a bottle of oil is wrong because oil looks different from water.,negative
santa claus sent jim a christmas present is wrong because there aren't santa claus in the world.,positive
santa claus sent jim a christmas present is wrong because santa claus is very busy.,negative
santa claus sent jim a christmas present is wrong because santa claus is old.,negative
bread is made from sand is wrong because sand is too hard and rough to be made into bread.,positive
bread is made from sand is wrong because sand is much cheaper than wheat.,negative
bread is made from sand is wrong because sand is more common than wheat.,negative
"birds can swim is wrong because birds can't swim, they fly.",positive
birds can swim is wrong because birds enjoy their life flying.,negative
birds can swim is wrong because birds are afraid of swimming.,negative
a pen is used for drilling holes is wrong because a pen is too small to drill holes.,negative
a pen is used for drilling holes is wrong because a pen is more expensive than a drill.,negative
a pen is used for drilling holes is wrong because a pen is used for writing and isn't hard enough to drill holes.,positive
flowers and insects have no relationship is wrong because some insects fly around flowers.,negative
flowers and insects have no relationship is wrong because some insects sing around the flowers.,negative
flowers and insects have no relationship is wrong because flowers and insects can have a symbiotic relationship.,positive
you would eat in a  fast food astronaut is wrong because an astronaut can't cook fast food.,negative
you would eat in a  fast food astronaut is wrong because an astronaut don't like eating fast food.,negative
you would eat in a  fast food astronaut is wrong because an astronaut is not a place to eat.,positive
sharks hunt sheep in the sea is wrong because sharks are stronger than sheep.,negative
sharks hunt sheep in the sea is wrong because sheep swim slower than fish.,negative
sharks hunt sheep in the sea is wrong because sheep do not live in the sea.,positive
coke is made of alcohol is wrong because alcohol is more expensive than syrup.,negative
coke is made of alcohol is wrong because there isn't any alcohol in coke.,positive
coke is made of alcohol is wrong because alcohol tastes bad.,negative
an ornamental glass globe might be worthless is wrong because ornamental glass globes are so beautiful that people prefer to pay for them.,positive
an ornamental glass globe might be worthless is wrong because an ornamental glass globe is useless.,negative
an ornamental glass globe might be worthless is wrong because having an ornamental glass globe is not allowed in laws.,negative
you are likely to find a dolphin in a barnyard is wrong because food in the barnyard is not for dolphins.,negative
you are likely to find a dolphin in a barnyard is wrong because a dolphin cannot live in a barnyard.,positive
you are likely to find a dolphin in a barnyard is wrong because a barnyard is too small for dolphins.,negative
i drove a ship on the road is wrong because ships can only drive on the water.,positive
i drove a ship on the road is wrong because it's dangerous to drive a ship on the road.,negative
i drove a ship on the road is wrong because a ship is more expensive than a car.,negative
mary brought a silk blanket to her flight in case it would be hot is wrong because it is not likely that a flight would be too hot.,negative
mary brought a silk blanket to her flight in case it would be hot is wrong because a blanket can keep one warm against low temperature.,positive
mary brought a silk blanket to her flight in case it would be hot is wrong because a silk blanket is too thin for keeping people warm.,negative
a kid is for leading the country is wrong because there is no kid in the country.,negative
a kid is for leading the country is wrong because kid is too navie to lead a country.,positive
a kid is for leading the country is wrong because king of the country has no kid.,negative
"if you want to stay healthy then you should eat more red meat is wrong because if the red meat is eaten too much, it will cause harm to the body.",positive
if you want to stay healthy then you should eat more red meat is wrong because people don't need to eat a lot of red meat in their daily life.,negative
"if you want to stay healthy then you should eat more red meat is wrong because in modern society, more and more people do not like to eat red meat.",negative
all rich people are immoral is wrong because the rich cannot buy immoral with money.,negative
all rich people are immoral is wrong because the immoral rich are only a minority.,positive
all rich people are immoral is wrong because immoral rich are not a good people.,negative
sally used a life is wrong because sally is not a life.,negative
sally used a life is wrong because there's no knife in her life.,negative
sally used a life is wrong because using a life is unlawful.,positive
jill wrote a message with a branch is wrong because jill doesn't know any word.,negative
jill wrote a message with a branch is wrong because branches can't write a message.,positive
jill wrote a message with a branch is wrong because jill can't get a branch.,negative
if you want to have a pee then you should find a living room is wrong because there is no basin in living room to wash hands.,negative
if you want to have a pee then you should find a living room is wrong because there is no toilet in a living room to pee.,positive
if you want to have a pee then you should find a living room is wrong because it is hard to clean if you pee in a living room.,negative
if you want to have a rest then you should try to laugh is wrong because laughing affects people's rest.,negative
if you want to have a rest then you should try to laugh is wrong because laughing is not the way to rest.,positive
if you want to have a rest then you should try to laugh is wrong because laugh and rest are not connected.,negative
the picture is looking at me is wrong because the picture looks very beautiful.,negative
the picture is looking at me is wrong because i enjoy looking at the picture.,negative
the picture is looking at me is wrong because the picture can't look.,positive
the origin of christmas in china is wrong because people also like christmas in some places in china.,negative
the origin of christmas in china is wrong because christmas is a holiday in western countries and does not originate in china.,positive
"the origin of christmas in china is wrong because in china, people like to go to the restaurant when they have christmas.",negative
something you might do while attending meeting is take a test is wrong because do not take the test at the meeting.,positive
something you might do while attending meeting is take a test is wrong because there are no test papers on the conference table.,negative
something you might do while attending meeting is take a test is wrong because the school held a test in the classroom.,negative
the residents of the moon are very friendly is wrong because no one lives on the moon.,positive
the residents of the moon are very friendly is wrong because the moon is far from china.,negative
the residents of the moon are very friendly is wrong because china's area is not as big as the moon.,negative
sugar is a bitter food is wrong because people don't feel happy when they eat sugar.,negative
sugar is a bitter food is wrong because people don't feel pain when they eat sugar.,negative
sugar is a bitter food is wrong because people don't feel bitter when eating sugar.,positive
every single kid loved loudly and fiercely is wrong because kids don't love laughing.,negative
every single kid loved loudly and fiercely is wrong because kids don't love each other deeply.,negative
every single kid loved loudly and fiercely is wrong because love isn't measured by voice.,positive
informal reprimand is the most popular form of official reprisal is wrong because informal reprimand is often used only by stealth.,positive
informal reprimand is the most popular form of official reprisal is wrong because informal reprimand was deliberately used in retaliation.,negative
informal reprimand is the most popular form of official reprisal is wrong because people are less likely to welcome informal reprimands.,negative
it is hot in the deep ocean is wrong because it is dangerous in the deep ocean.,negative
it is hot in the deep ocean is wrong because you will  feel cool when having water around in the ocean.,positive
it is hot in the deep ocean is wrong because it is hot everywhere in summet.,negative
i have a living panda is wrong because panda is not alive.,negative
i have a living panda is wrong because panda dislike me.,negative
i have a living panda is wrong because panda is protected by government and belong to nobody.,positive
the effect of love is sadness is wrong because we never feel sad in love.,negative
the effect of love is sadness is wrong because love aims to bring happiness.,positive
the effect of love is sadness is wrong because love don't hurt anyone.,negative
he told her a sad story to cheer her up is wrong because a sad story will make her feel worse.,positive
he told her a sad story to cheer her up is wrong because a sad story is not as good as a happy story.,negative
he told her a sad story to cheer her up is wrong because she isn't interested in sad stories.,negative
teenagers can often carry guns is wrong because guns are too heavy for teenagers to carry.,negative
teenagers can often carry guns is wrong because teenagers don't like guns at all.,negative
teenagers can often carry guns is wrong because it's illegal for teenagers to carry guns.,positive
restaurant can help people cure illness is wrong because those who are ill can eat in restaurants.,negative
restaurant can help people cure illness is wrong because some foods in restaurants can cause illness.,negative
restaurant can help people cure illness is wrong because restaurants are places to eat not to heal.,positive
the first planet in the solar system is venus is wrong because both mercury and venus belong to the solar system.,negative
the first planet in the solar system is venus is wrong because there is no water and life on venus and mercury.,negative
the first planet in the solar system is venus is wrong because mercury is closest to the sun throughout the solar system.,positive
i never eat anything is wrong because apples are delicious.,negative
i never eat anything is wrong because i like eating.,negative
i never eat anything is wrong because a man alive must eat.,positive
a restaurant provides access to medical care is wrong because there are't doctors in the restaurant.,negative
a restaurant provides access to medical care is wrong because the restaurant can't diagnose patients.,negative
"a restaurant provides access to medical care is wrong because a restaurant provides food, not medical care.",positive
they will make cats is wrong because cats are not man made.,positive
they will make cats is wrong because cats can't eat cakes.,negative
they will make cats is wrong because cats are dangerous to humans.,negative
something that might happen as a consequence of growing vegetables is you get apples is wrong because apples are not green.,negative
something that might happen as a consequence of growing vegetables is you get apples is wrong because apple isn't a kind of vegetables.,positive
something that might happen as a consequence of growing vegetables is you get apples is wrong because tomatoes are redder than apples.,negative
jack used a book to cut the cake is wrong because books can't be washed after cutting the cake.,negative
jack used a book to cut the cake is wrong because books aren't sharp enough to cut cakes.,positive
jack used a book to cut the cake is wrong because books will be dirty after cutting the cake.,negative
the father gave his boy a cigarette is wrong because a boy can't smoke.,positive
the father gave his boy a cigarette is wrong because the father love his boy.,negative
the father gave his boy a cigarette is wrong because the father don't smoke.,negative
washing your clothes requires fire is wrong because drying clothes after washing with fire.,negative
washing your clothes requires fire is wrong because fire can make clothes burn.,positive
washing your clothes requires fire is wrong because people wash clothes by the fire.,negative
bob bought the milk in a police office is wrong because police office doesn't sell milk.,positive
bob bought the milk in a police office is wrong because milk in the supermarket is more cheaper.,negative
bob bought the milk in a police office is wrong because milk in the supermarket is fresher.,negative
suicide is forced is wrong because suicide is a disrespect for one's life.,negative
suicide is forced is wrong because people usually don't know the suicidal motive of someone.,negative
suicide is forced is wrong because suicide is an act of self-activation.,positive
a chef can mean to heal is wrong because delicious food can heal people's hearts.,negative
a chef can mean to heal is wrong because the cook's job is to cook not healing.,positive
a chef can mean to heal is wrong because we can cook our own healing dishes.,negative
a seed can germinate without water is wrong because water is a necessary condition for seed germination.,positive
a seed can germinate without water is wrong because water is also needed after seed germination.,negative
a seed can germinate without water is wrong because plants need sunlight after seed germination.,negative
our maths is taught by a pe teacher is wrong because mmath classes are usually taught by math teachers.,positive
our maths is taught by a pe teacher is wrong because the math teacher taught us to play basketball.,negative
our maths is taught by a pe teacher is wrong because pe teacher learn math by himself.,negative
if you want to surf the web then you should open a word document is wrong because browsers are more powerful than documents.,negative
if you want to surf the web then you should open a word document is wrong because you can't surf the web through your word document.,positive
if you want to surf the web then you should open a word document is wrong because it's more convenient to surf through a browser.,negative
you are likely to find a dinosaur around in pet shop is wrong because dinosaurs may be bigger than a pet shop.,negative
you are likely to find a dinosaur around in pet shop is wrong because a pet store cannot raise a dinosaur.,negative
you are likely to find a dinosaur around in pet shop is wrong because the dinosaurs are extinct and they are no longer visible.,positive
a pervert can offer candy to children is wrong because pervert can cause harm to children.,negative
a pervert can offer candy to children is wrong because pervert don't give candy to children.,positive
a pervert can offer candy to children is wrong because pervert usually don't like to be close to children.,negative
playing a harp is for annoying an audience is wrong because audiences are ususlly entertained to see someone play a harp.,positive
playing a harp is for annoying an audience is wrong because the audience is strong enough and he won't be annoyed.,negative
playing a harp is for annoying an audience is wrong because it is difficult to play a harp.,negative
there are many aliens in china is wrong because aliens don't like living in china.,negative
there are many aliens in china is wrong because there aren't aliens in the world.,positive
there are many aliens in china is wrong because aliens aren't accustomed to life on earth.,negative
a renter can raise the rent is wrong because a renter cannot decide the rent.,positive
a renter can raise the rent is wrong because renters do not want higher rent.,negative
a renter can raise the rent is wrong because a renter tends to lower the rent.,negative
chocolate can be made from gold bar is wrong because a gold bar as food ingredient tastes bad.,negative
chocolate can be made from gold bar is wrong because a gold bar is not a food ingredient.,positive
chocolate can be made from gold bar is wrong because a gold bar is too expensive to make a chocolate.,negative
you are likely to find a cat in ocean is wrong because cats do not feed on ocean lives.,positive
you are likely to find a cat in ocean is wrong because it is hard for a cat to catch fish.,negative
you are likely to find a cat in ocean is wrong because cats cannot catch birds in ocean.,negative
it helps mark the rail so we don't get lost is wrong because there is no mark on the rail.,negative
it helps mark the rail so we don't get lost is wrong because we can't see marks on rails clearly.,negative
it helps mark the rail so we don't get lost is wrong because we won'get lost if led by rail.,positive
a dog must do the housework is wrong because dogs are too clumsy to do the housework.,negative
a dog must do the housework is wrong because no dog can do the housework.,positive
a dog must do the housework is wrong because people don't want the dog to do the housework.,negative
you may see a stone in the bowl is wrong because stones and bowls are not the same size.,negative
you may see a stone in the bowl is wrong because stone can't be eaten.,positive
you may see a stone in the bowl is wrong because stone and bowl play different roles.,negative
you would get paid because you want to sleep is wrong because sleeping doesn't make you pay.,positive
you would get paid because you want to sleep is wrong because sleeping is the way everyone gets energy.,negative
you would get paid because you want to sleep is wrong because most people sleep at night.,negative
having lunch is for getting fat is wrong because we don't take in fat on our own initiative for the sake of our health.,positive
having lunch is for getting fat is wrong because daily exercise is able to burn our body fat effectively.,negative
having lunch is for getting fat is wrong because fat hardly has any uses for our bodies.,negative
we cooked the barn is wrong because the barn could be eat without cooking.,negative
we cooked the barn is wrong because we have no pan to cook.,negative
we cooked the barn is wrong because the barn is not the normal ingredients.,positive
i rode a tiger home is wrong because tigers are rarer than a horse.,negative
i rode a tiger home is wrong because a tiger is too high for me to ride.,negative
i rode a tiger home is wrong because tigers are too dangerous to ride.,positive
something that might happen as a consequence of cooking a meal is cooking utensils that are in need of breaking is wrong because broken utensils might tend to hurt a cook.,negative
something that might happen as a consequence of cooking a meal is cooking utensils that are in need of breaking is wrong because broken utensils do not look good in appearance.,negative
something that might happen as a consequence of cooking a meal is cooking utensils that are in need of breaking is wrong because one cannot cook meals with broken utensils.,positive
we answer a notice is wrong because notice is hard.,negative
we answer a notice is wrong because we are short of knowledge to answer notice.,negative
we answer a notice is wrong because notice is no need to answer.,positive
pattie flew on a plane to the mars is wrong because plane is not a good vihicle to the mars.,positive
pattie flew on a plane to the mars is wrong because the mars is too far for pattie to go.,negative
pattie flew on a plane to the mars is wrong because pattie has airsickness.,negative
edun didn't want to go on a bike is wrong because people ride a bike.,positive
edun didn't want to go on a bike is wrong because edun didn't have a bike.,negative
edun didn't want to go on a bike is wrong because edun can't ride a bike.,negative
the effect of hiking is seeing supermarket is wrong because hiking in the wild usually does not see a supermarket.,positive
the effect of hiking is seeing supermarket is wrong because go to the supermarket buying what you need before hiking.,negative
the effect of hiking is seeing supermarket is wrong because look for supermarket supplies on your hiking ways.,negative
jack's breakfast is stone is wrong because jack doesn't like stones.,negative
jack's breakfast is stone is wrong because jack has never seen a stone.,negative
jack's breakfast is stone is wrong because stone can't eat.,positive
my robot and i like going hiking is wrong because robots can't go hiking.,negative
my robot and i like going hiking is wrong because i am tired of going hiking.,negative
my robot and i like going hiking is wrong because robots have no feelings.,positive
henry would like to find a house far from the metrol station so it would be more convenient to take metrol to work is wrong because henry liked to walk for a long distance to metrol station to keep fit.,negative
henry would like to find a house far from the metrol station so it would be more convenient to take metrol to work is wrong because a house far from a metrol station tends to be cheaper than the one nearby.,negative
henry would like to find a house far from the metrol station so it would be more convenient to take metrol to work is wrong because it would take more time to go to metrol station from a house far away.,positive
a credit card wallet is taller and narrower than a4 paper is wrong because a credit card is harder than an a4 paper.,negative
a credit card wallet is taller and narrower than a4 paper is wrong because a credit card wallet's width and height is smaller than an  a4 paper's.,positive
a credit card wallet is taller and narrower than a4 paper is wrong because a credit card can be used to shopping while a4 paper can not.,negative
drinking more liquor is good for health is wrong because liquor is much more expensive than water.,negative
drinking more liquor is good for health is wrong because water is an important substance for human.,positive
drinking more liquor is good for health is wrong because people prefer drinking water to drinking liquor.,negative
sleeping is good exercise is wrong because sleeping and exercising can't be done at the same time.,negative
sleeping is good exercise is wrong because sleeping is not a way of exercising.,positive
sleeping is good exercise is wrong because people sleep well and help to exercise.,negative
tony is going to the zoo to withdraw some money is wrong because the bank service is very diverse.,negative
tony is going to the zoo to withdraw some money is wrong because the bank doesn't have enough money.,negative
tony is going to the zoo to withdraw some money is wrong because the zoo has no withdrawal service.,positive
he took his mother to outer space is wrong because it's not easy for people to go to outer space.,positive
he took his mother to outer space is wrong because he took his sick wife to see a doctor.,negative
he took his mother to outer space is wrong because he left his mother for outer space.,negative
you can buy a chair in an electronics store is wrong because the electronics store provides chairs for customers to rest.,negative
you can buy a chair in an electronics store is wrong because no sale of chairs in the electronics store.,positive
you can buy a chair in an electronics store is wrong because chairs in electronics stores are usually able to lift.,negative
second is the unit of measure of length is wrong because the unit of measurement for length and time is different.,negative
second is the unit of measure of length is wrong because there is a time limit for the survival of every species on the planet.,negative
second is the unit of measure of length is wrong because second is the unit of measure of time.,positive
spit apple skin when eating grapes is wrong because apple skin and grape skin can be eaten.,negative
spit apple skin when eating grapes is wrong because spit grape seeds when eating grapes.,negative
spit apple skin when eating grapes is wrong because there isn't apple skin if you don't eat apples.,positive
cat has wings is wrong because the cat has no wings and can't fly.,positive
cat has wings is wrong because cats will eat bird wings.,negative
cat has wings is wrong because animal wings can become cat food.,negative
the computer can fly is wrong because the computer is not live and impossible to fly.,positive
the computer can fly is wrong because the computer is a little heavy.,negative
the computer can fly is wrong because calculating is easier than flying.,negative
crush injuries made him strong is wrong because ususlly people don't get strong from crush injuries.,positive
crush injuries made him strong is wrong because people are afraid of crush injuries.,negative
crush injuries made him strong is wrong because some people are lucky tou avoid hurting.,negative
he exercised by playing the piano is wrong because playing basketball is more tired than playing the piano.,negative
he exercised by playing the piano is wrong because playing the piano is not a way to exercise.,positive
he exercised by playing the piano is wrong because playing the piano exercises finger flexibility.,negative
you must go to tianjin if you want to visit the forbidden city is wrong because the forbidden city is very spectacular.,negative
you must go to tianjin if you want to visit the forbidden city is wrong because the forbidden city is in the center of beijing.,positive
you must go to tianjin if you want to visit the forbidden city is wrong because the forbidden city was the imperial palace in the past.,negative
the shoes in the bookstore are on sale is wrong because the bookstore doesn't sell shoes.,positive
the shoes in the bookstore are on sale is wrong because bookstores will be replaced by stores.,negative
the shoes in the bookstore are on sale is wrong because the books in the bookstore are expensive.,negative
the turtle has a shorter life than a dog is wrong because turtles can last for hundreds of years.,positive
the turtle has a shorter life than a dog is wrong because turtles and dogs live in a different environment.,negative
the turtle has a shorter life than a dog is wrong because turtles and dogs need food.,negative
ancient chinese like drinking milky tea is wrong because tea tastes better than milky tea.,negative
ancient chinese like drinking milky tea is wrong because milky tea is more expensive than tea.,negative
ancient chinese like drinking milky tea is wrong because there isn't milky tea in the ancient china.,positive
members of religions often take oasis is wrong because oasis is a watery area in the desert.,positive
members of religions often take oasis is wrong because there are no oasis in some regions.,negative
members of religions often take oasis is wrong because oath can't be taken easily by members.,negative
phyllis takes a rocket to work everyday is wrong because a rocket is not a commuting vehicle.,positive
phyllis takes a rocket to work everyday is wrong because a rocket is too expensive for phyllis.,negative
phyllis takes a rocket to work everyday is wrong because phyllis does not know how to drive a rocket.,negative
a relative is a person who lives near you is wrong because a relative is someone who lives far away from you.,negative
a relative is a person who lives near you is wrong because a relative is someone who lives with you in a house.,negative
a relative is a person who lives near you is wrong because a relative is someone who have a blood relationship with you.,positive
she foot was on the steering wheel is wrong because she has to use her hands to control the steering wheel instead of the feet.,positive
she foot was on the steering wheel is wrong because hands and feet cannot control the steering wheel at the same time.,negative
she foot was on the steering wheel is wrong because it is not allowed to put your feet on the steering wheel.,negative
you can  usually find a tiger at a hospital is wrong because the tiger usually lives in the wild.,positive
you can  usually find a tiger at a hospital is wrong because the hospital is not big enough for the tiger.,negative
you can  usually find a tiger at a hospital is wrong because the oxygen can be used to cure the injured tiger.,negative
the last thing you do when you perform is jumping is wrong because no one jumps after a performance.,positive
the last thing you do when you perform is jumping is wrong because jumping cost more energy than bow.,negative
the last thing you do when you perform is jumping is wrong because jumping is easy to get hurt.,negative
people watch television for sleep is wrong because people can see sleeping programs on tv.,negative
people watch television for sleep is wrong because people may want to sleep after watching tv.,negative
people watch television for sleep is wrong because television can't solve people's sleep problems.,positive
stone can hatch chicks is wrong because chicken does not eat stone because the stone is very hard.,negative
stone can hatch chicks is wrong because stone does not have the life characteristics of chicken.,positive
stone can hatch chicks is wrong because stone has no life but chicken has life.,negative
the stone was pricked by a needle is wrong because stones are heavier than ballons.,negative
the stone was pricked by a needle is wrong because balloons can fly but stones can't.,negative
the stone was pricked by a needle is wrong because stones are too hard to be pricked.,positive
einstein discovered gravity is wrong because newton observed the apple landing and discovered the gravitation.,positive
"einstein discovered gravity is wrong because newton has developed many laws, including the law of universal gravitation.",negative
einstein discovered gravity is wrong because newton's law of universal gravitation solves many physical problems.,negative
newton invented the light bulb is wrong because newton doesn't know who invented the light bulb.,negative
newton invented the light bulb is wrong because newton does not know the purpose of the bulb.,negative
newton invented the light bulb is wrong because newton has not seen the light bulb.,positive
pizza is considered a foot food is wrong because foot is not use to get food.,positive
pizza is considered a foot food is wrong because foot food don't contain pizza.,negative
pizza is considered a foot food is wrong because pizza is often gotten by arms.,negative
fiber optics is often used to take care of body is wrong because fiber optics is too expensive for simple family.,negative
fiber optics is often used to take care of body is wrong because nobody need to take care of body.,negative
fiber optics is often used to take care of body is wrong because fiber optics is a kind of optical material without the effect of taking care of body.,positive
you might celebrate a new birth with a competetion is wrong because a competetion may cause winners and losers.,negative
you might celebrate a new birth with a competetion is wrong because a competetion has too much tension for celebration.,positive
you might celebrate a new birth with a competetion is wrong because a good competetor does not feel the tension.,negative
the egret is a land animal is wrong because egret is not animal.,negative
the egret is a land animal is wrong because egret can live in river.,positive
the egret is a land animal is wrong because egret can not live on land.,negative
the stone can float on the water is wrong because you may find a stone in the water.,negative
the stone can float on the water is wrong because a stone is soaked in water.,negative
the stone can float on the water is wrong because the density of the stone is bigger than the water.,positive
a discotheque is for bathing is wrong because discotheque have no room for bathing.,negative
a discotheque is for bathing is wrong because a discotheque is not a place to bathe.,positive
a discotheque is for bathing is wrong because take a bath when coming back from discotheque.,negative
some chemistry can harm people is wrong because chemistry is just a subject.,positive
some chemistry can harm people is wrong because people don't like chemistry.,negative
some chemistry can harm people is wrong because chemistry don't include chemicals.,negative
the indian ocean is small is wrong because the indian ocean accounts for a large area of the earth.,positive
the indian ocean is small is wrong because the indian ocean is the largest ocean on the planet.,negative
the indian ocean is small is wrong because the sea in the indian ocean cannot be drunk.,negative
david swam from china to america in two days is wrong because david can hardly swim so he would be drowned by swimming across the ocean.,negative
david swam from china to america in two days is wrong because the distance from china to america is too far to swim across in two days.,positive
david swam from china to america in two days is wrong because the ocean between china and america is too dangerous to swim across.,negative
he catches some horses in the ocean is wrong because horses like eating grass in the land.,negative
he catches some horses in the ocean is wrong because horse doesn't live in the ocean.,positive
he catches some horses in the ocean is wrong because horses don't eat fish.,negative
love can give didespair is wrong because love is a symbol of hope.,positive
love can give didespair is wrong because people want hope instead of despair.,negative
love can give didespair is wrong because despair and hope are opposite.,negative
something you find inside is a tree is wrong because the tree can't absorb the sunlight inside.,negative
something you find inside is a tree is wrong because the tree can't absorb fresh air inside.,negative
something you find inside is a tree is wrong because the tree grows outside because it is very tall.,positive
jeff gave his girlfriend a lose is wrong because his girlfriend doesn't like roses.,negative
jeff gave his girlfriend a lose is wrong because jeff can't lose his girlfriend.,negative
jeff gave his girlfriend a lose is wrong because lose isn't a good present for people.,positive
a deaf man can listen to music is wrong because deaf people dislike music.,negative
a deaf man can listen to music is wrong because deaf people can't hear any sound.,positive
a deaf man can listen to music is wrong because deaf people are unhappy.,negative
santa claus is the legend of the east is wrong because christmas is very grand in the west.,negative
santa claus is the legend of the east is wrong because the origin of christmas is not in the east.,positive
santa claus is the legend of the east is wrong because western countries are very respectful of santa claus.,negative
stones taste great with cream cheese is wrong because stones are much harder than bagels.,negative
stones taste great with cream cheese is wrong because stones with cream cheese taste awful.,negative
stones taste great with cream cheese is wrong because no one is willing to taste stones.,positive
"the higher the rent is, the better it is for the tenant is wrong because the tenant does not want the landlord to complain.",negative
"the higher the rent is, the better it is for the tenant is wrong because a tenant would like to rent house with lower rent.",positive
"the higher the rent is, the better it is for the tenant is wrong because the tenant wants to live in a better neighborhood.",negative
my brother's company requires employees to wear slipperies during work is wrong because slipperies make noise when people walk.,negative
my brother's company requires employees to wear slipperies during work is wrong because slipperies cannot keep feet warm at workplace.,negative
my brother's company requires employees to wear slipperies during work is wrong because slipperies are informal at workplace.,positive
a singer tends to get popular because his songs are bad is wrong because bad music is hard to please listerners.,positive
a singer tends to get popular because his songs are bad is wrong because listeners may be bad in music themselves.,negative
a singer tends to get popular because his songs are bad is wrong because a singer does not want listeners for his bad songs.,negative
a garage has at least two doors is wrong because a garage sometimes has no door.,negative
a garage has at least two doors is wrong because a garage has a window is enough.,negative
a garage has at least two doors is wrong because there are many garages have just one door.,positive
you are likely to find dogs in an office is wrong because dogs are too anxious to enter an office building.,negative
you are likely to find dogs in an office is wrong because dogs cannot speak human languages in an office building.,negative
you are likely to find dogs in an office is wrong because dogs are usually forbidden from office building.,positive
mr. smith is on the phone with his pet is wrong because the pet is too busy to answer the phone.,negative
mr. smith is on the phone with his pet is wrong because pets can't make phone calls.,positive
mr. smith is on the phone with his pet is wrong because the pet don't hear the phone ring.,negative
cat and mouse are friends is wrong because cats and mice are mammals.,negative
cat and mouse are friends is wrong because cat and mouse living environment is different.,negative
cat and mouse are friends is wrong because cats eat mice so they are enemies.,positive
this watermelon came from glaciers is wrong because watermelons grow from soil in normal cases.,positive
this watermelon came from glaciers is wrong because glaciers didn't have the same color as watermelons.,negative
this watermelon came from glaciers is wrong because watermelons lack of enough water compared to glaciers.,negative
you are likely to find a ghost is wrong because ghost has no shape.,positive
you are likely to find a ghost is wrong because ghost don't like you.,negative
you are likely to find a ghost is wrong because you are a blind.,negative
we hold a wedding party for someone's birthday is wrong because we hold a wedding party only for those who are ready to get married.,positive
we hold a wedding party for someone's birthday is wrong because a wedding party costs more money than a birthday party.,negative
we hold a wedding party for someone's birthday is wrong because people have more fun in a birthday party than in a wedding party.,negative
you may find an anteater in the forest is wrong because anteaters used to live in the forest.,negative
you may find an anteater in the forest is wrong because the anteater is extinct.,positive
you may find an anteater in the forest is wrong because anteater looking for food in the forest.,negative
george is a racist. george loved his mexican supervisor is wrong because a racist is one who makes negative judgements about people who are different.,positive
george is a racist. george loved his mexican supervisor is wrong because who makes negative judgements about all people can not be defined as a racist.,negative
george is a racist. george loved his mexican supervisor is wrong because who makes positive judgements about others can not be defined as a racist.,negative
you would go to a swimming pool for dinner is wrong because the dinner served by the swimming pool is expensive.,negative
you would go to a swimming pool for dinner is wrong because there are no dinner served in a swimming pool.,positive
you would go to a swimming pool for dinner is wrong because the dinner served by the swimming pool isn't tasty.,negative
a one-legged person needn't boot is wrong because nobody need boot.,negative
a one-legged person needn't boot is wrong because the foot of a one-legged person need to be protect.,positive
a one-legged person needn't boot is wrong because everyone has two legs.,negative
amy taught her dog to shake teeth is wrong because touching a dog's teeth is very dangerous.,negative
amy taught her dog to shake teeth is wrong because a dog cannot understand how to shake teeth.,negative
"amy taught her dog to shake teeth is wrong because amy's teeth cannot be shaken, and nor the dog's.",positive
something that might happen as a consequence of attending a classical concert is you might enjoy a movie is wrong because a movie is too noisy for a classic concert.,negative
something that might happen as a consequence of attending a classical concert is you might enjoy a movie is wrong because the light for a classic concert is not suitable for a movie.,negative
something that might happen as a consequence of attending a classical concert is you might enjoy a movie is wrong because a classic concert does not play movies.,positive
an activity you can do is to hurt people is wrong because hurting people is illegal.,positive
an activity you can do is to hurt people is wrong because hurting people is impolite.,negative
an activity you can do is to hurt people is wrong because hurting people cannot solve any problems.,negative
we felt very full after we left the gym is wrong because the gym is very big.,negative
